0.000,1.000,2.000,3.000,4.000,5.000,6.000,7.000,8.000,9.000,10.000
0.000,0.423,0.733,0.913,0.981,0.999,1.000,1.000,1.000,1.000,1.000
0.000,0.470,0.791,0.951,0.996,1.000,1.000,1.000,1.000,1.000,1.000
0.000,0.179,0.340,0.493,0.593,0.686,0.720,0.736,0.735,0.727,0.732
0.000,0.326,0.592,0.793,0.903,0.978,1.000,1.000,1.000,1.000,1.000
0.000,0.393,0.675,0.842,0.896,0.917,0.916,0.922,0.923,0.926,0.916
0.000,0.377,0.638,0.783,0.816,0.821,0.809,0.812,0.817,0.817,0.824
0.000,0.157,0.291,0.420,0.513,0.586,0.612,0.636,0.620,0.624,0.626
0.000,0.232,0.426,0.563,0.648,0.700,0.716,0.718,0.726,0.718,0.727
